id,carat,cut,color,clarity,depth,table,price
15571,0.59,5,7,3,61.6,57.0,1835
15572,0.61,5,6,6,61.3,54.0,2823
15573,0.91,1,4,4,64.9,54.0,4860
15574,0.75,5,6,4,61.6,57.0,2940
15575,0.35,5,6,3,61.2,57.0,614
15576,0.6,4,7,4,59.6,59.0,2214
15577,0.77,5,7,3,60.8,57.0,3309
15578,0.32,2,2,3,63.1,56.0,432
15579,0.56,5,6,6,61.5,57.0,2429
15580,1.7,4,5,4,62.5,61.0,13737
15581,0.32,5,6,3,61.0,56.0,559
15582,1.54,4,2,3,60.1,58.0,9314
15583,0.7,2,5,4,64.3,59.0,2373
15584,0.31,4,7,7,62.7,58.0,882
15585,0.51,4,6,5,58.2,58.0,2020
15586,1.51,3,5,6,61.3,61.0,17203
15587,0.51,5,3,6,61.2,57.0,1669
15588,1.01,3,1,4,63.3,54.0,3620
15589,0.31,4,4,4,61.2,59.0,605
15590,1.01,5,4,4,62.7,54.0,6937
15591,1.0,1,4,5,63.1,63.0,4630
15592,0.57,3,5,6,62.6,58.0,2290
15593,0.5,4,5,4,61.9,56.0,1654
15594,0.32,5,4,4,62.1,55.0,673
15595,0.83,4,7,3,59.7,59.0,3556
15596,1.76,3,3,3,63.0,63.0,9336
15597,0.32,4,4,5,61.8,60.0,828
15598,0.9,3,5,4,62.7,62.0,4124
15599,0.3,2,5,6,66.0,55.0,613
15600,0.41,5,6,4,61.8,57.0,999
15601,0.3,5,3,3,62.5,53.9,475
15602,0.71,2,1,5,63.3,55.0,1881
15603,0.32,3,4,5,63.0,55.0,645
15604,0.31,5,1,4,62.3,54.0,396
15605,1.0,5,4,6,61.2,56.0,8239
15606,1.23,5,4,7,59.5,57.0,11469
15607,1.18,3,3,3,63.3,55.0,5815
15608,1.02,5,6,2,63.0,57.0,4478
15609,1.21,4,4,2,60.3,58.0,5529
15610,0.76,4,4,2,62.6,55.0,1970
15611,0.7,5,5,4,60.8,57.0,2956
15612,1.27,5,4,2,61.8,56.0,6045
15613,0.57,2,4,4,58.2,66.0,1816
15614,0.41,3,7,5,62.8,57.0,1151
15615,0.5,3,4,6,61.3,57.0,1729
15616,0.54,5,6,6,61.1,57.0,2375
15617,1.18,3,3,3,60.1,59.0,5508
15618,1.1,4,3,2,62.6,57.0,4558
15619,1.51,4,3,4,60.7,58.0,10685
15620,1.19,4,2,2,62.6,58.0,4745
15621,1.1,4,3,2,62.8,55.0,4004
15622,0.6,5,2,3,62.2,58.0,1342
15623,0.3,4,4,4,62.6,62.0,630
15624,1.14,4,5,2,62.9,59.0,4737
15625,0.32,5,5,4,61.1,57.0,828
15626,0.3,4,7,5,61.6,57.0,979
15627,1.54,5,4,7,60.8,57.0,16316
15628,0.23,3,6,6,63.7,55.0,485
15629,1.02,2,4,5,64.3,57.0,6059
15630,1.0,4,7,5,62.7,62.0,7812
15631,1.19,3,2,5,59.9,61.0,5644
15632,0.3,5,6,4,61.8,55.0,673
15633,1.53,3,2,4,62.8,59.0,9802
15634,0.59,5,5,4,62.9,55.0,1743
15635,0.33,5,6,5,62.6,57.0,1002
15636,0.9,5,3,5,60.9,57.0,4201
15637,0.4,5,7,7,61.6,56.0,1637
15638,0.61,5,6,2,62.0,54.0,1368
15639,0.79,5,6,3,62.1,54.0,3107
15640,0.48,5,2,6,62.1,56.0,1061
15641,0.5,5,5,5,61.2,56.0,1695
15642,2.31,4,1,5,62.3,61.0,17451
15643,0.29,5,4,7,61.5,56.0,673
15644,1.54,4,6,2,59.9,60.0,8408
15645,0.71,5,6,5,61.8,55.0,3332
15646,0.5,2,7,3,61.1,64.0,1374
15647,0.9,3,7,2,59.8,53.0,3632
15648,1.22,4,2,4,59.3,59.0,6156
15649,2.53,4,3,2,59.6,59.0,17591
15650,1.06,3,3,2,62.4,54.0,4516
15651,1.02,2,3,2,60.3,63.0,4517
15652,1.04,3,3,3,59.7,60.0,4682
15653,1.0,3,7,2,63.3,60.0,4295
15654,1.54,4,6,3,62.7,58.0,10314
15655,1.27,4,4,4,61.0,60.0,8549
15656,1.0,4,7,2,62.4,58.0,4816
15657,1.1,4,6,2,61.7,59.0,5174
15658,0.3,3,3,6,63.5,55.0,776
15659,0.31,3,7,8,62.0,56.0,1331
15660,0.33,5,5,6,60.7,56.0,761
15661,0.66,4,1,3,61.0,61.0,1188
15662,0.32,5,4,4,59.8,57.0,561
15663,2.5,5,1,2,60.7,55.0,15990
15664,0.42,2,4,3,63.1,56.0,687
15665,0.41,5,6,5,62.1,55.0,1079
15666,1.02,4,5,6,61.5,60.0,8445
15667,1.24,4,5,5,62.5,58.0,10033
15668,0.34,5,7,7,61.7,57.0,1211
15669,0.5,5,5,2,61.3,58.0,1020
15670,0.7,2,5,3,57.9,63.0,2190
15671,0.4,5,6,5,61.2,57.0,1053
15672,1.23,5,2,2,62.1,56.0,5269
15673,1.02,4,3,2,59.8,59.0,4207
15674,0.31,2,4,4,63.2,58.0,507
15675,0.76,5,7,4,60.2,56.0,3352
15676,0.81,4,5,3,61.3,60.0,2926
15677,0.71,4,6,3,59.1,60.0,2441
15678,0.41,5,5,3,61.2,58.0,764
15679,1.0,2,1,3,61.7,62.0,3690
15680,1.22,3,4,4,62.7,58.0,8377
15681,0.33,5,7,4,61.5,56.0,940
15682,1.26,4,6,5,60.7,58.0,10367
15683,0.41,4,4,7,61.0,61.0,1230
15684,0.72,1,3,2,65.9,57.0,2203
15685,1.51,4,1,4,62.8,59.0,7553
15686,1.51,5,3,2,61.9,56.0,8951
15687,0.52,2,4,5,63.3,55.0,1689
15688,0.32,2,5,3,61.6,60.1,528
15689,0.4,2,6,2,63.1,57.0,622
15690,0.9,5,3,2,62.1,55.0,4001
15691,1.08,4,7,2,62.1,58.0,5138
15692,0.71,5,6,4,61.8,57.0,2630
15693,0.56,3,5,5,58.2,60.0,1915
15694,0.51,5,6,3,62.7,55.0,1438
15695,0.23,3,6,5,60.7,59.0,402
15696,0.54,5,6,3,60.6,58.0,1440
15697,0.56,5,7,3,62.5,56.0,1608
15698,1.18,4,3,3,61.6,59.0,6159
15699,0.43,5,6,3,62.3,57.0,1016
15700,0.52,3,5,4,60.4,56.0,1581
15701,0.32,5,3,7,62.1,54.0,936
15702,0.61,3,2,8,60.2,57.0,2057
15703,1.02,3,7,4,62.9,60.0,7257
15704,0.41,3,2,7,63.1,58.0,847
15705,1.01,3,2,5,63.1,56.0,4129
15706,0.31,4,7,7,62.1,59.0,942
15707,1.27,4,1,2,60.4,58.0,4660
15708,0.31,3,3,5,63.2,57.0,698
15709,1.08,5,3,7,61.8,57.0,9041
15710,0.41,5,6,5,62.2,55.0,964
15711,0.39,4,7,6,61.1,60.0,1232
15712,0.34,2,6,2,63.1,56.0,445
15713,0.78,3,4,4,62.6,58.0,3113
15714,1.09,3,4,8,62.9,57.0,8650
15715,2.17,3,3,2,58.8,62.0,14625
15716,1.01,3,7,2,61.9,58.0,4727
15717,0.3,4,3,5,61.4,59.0,526
15718,0.51,5,4,6,60.1,56.0,1974
15719,0.53,3,4,5,63.2,55.0,1727
15720,0.32,5,6,7,61.9,55.0,1020
15721,0.31,3,4,4,63.1,58.0,698
15722,0.32,5,6,4,61.8,54.0,768
15723,0.52,5,5,5,62.0,57.0,1872
15724,1.5,5,1,3,61.1,56.7,7520
15725,0.9,3,1,2,63.6,58.0,2860
15726,0.33,4,6,5,61.6,58.0,1002
15727,0.9,2,3,3,61.4,60.0,3730
15728,1.3,5,1,3,61.5,55.0,5728
15729,0.76,5,7,2,62.2,57.0,2682
15730,0.42,5,6,4,61.7,56.0,958
15731,1.7,3,4,5,61.8,53.0,17219
15732,1.06,4,6,2,60.5,60.0,4737
15733,0.42,5,4,4,61.6,56.0,1087
15734,1.01,5,3,2,61.7,56.0,4357
15735,1.53,3,6,2,59.3,58.0,11069
15736,0.25,5,6,7,61.2,57.0,576
15737,0.9,3,4,4,59.6,61.0,4093
15738,0.43,5,5,7,62.0,57.0,1358
15739,0.77,5,2,5,60.9,57.0,2736
15740,0.7,5,6,3,60.1,57.0,2929
15741,0.31,5,6,6,60.2,57.0,864
15742,0.76,3,6,2,62.0,54.0,2530
15743,1.1,3,3,3,63.5,55.0,4682
15744,1.03,5,5,7,62.1,56.3,10619
15745,0.3,5,5,4,61.8,56.0,605
15746,1.11,5,4,5,62.8,55.0,8129
15747,0.52,5,4,4,61.7,56.0,1428
15748,0.56,3,7,6,61.6,59.0,2612
15749,1.01,4,4,6,61.2,58.0,8163
15750,0.32,3,7,2,63.4,56.0,612
15751,1.24,4,5,5,60.1,59.0,9916
15752,0.24,3,5,5,62.9,59.0,393
15753,0.5,4,6,4,58.1,61.0,1420
15754,0.32,4,4,2,62.7,58.0,421
15755,1.33,5,3,3,62.7,56.0,7217
15756,1.23,5,5,6,61.8,56.0,11040
15757,0.36,5,5,7,61.5,54.0,1021
15758,0.3,5,6,4,61.7,55.0,658
15759,0.74,3,6,2,63.1,57.0,2617
15760,0.5,3,5,6,61.9,59.0,2041
15761,1.01,4,2,3,61.9,58.0,4355
15762,0.33,5,5,7,62.4,55.0,1021
15763,1.01,4,4,4,62.1,54.0,6108
15764,0.33,5,5,8,61.2,56.0,1240
15765,0.43,4,3,2,62.8,58.0,839
15766,1.46,4,2,2,62.4,59.0,5519
15767,1.08,4,4,4,59.4,59.0,6532
15768,0.81,5,5,2,62.3,54.0,3053
15769,0.31,5,2,3,62.5,56.0,418
15770,1.74,4,2,5,62.5,57.0,13037
15771,0.82,3,6,3,63.2,57.0,2741
15772,1.54,4,2,5,61.6,58.0,10349
15773,2.01,4,3,2,62.3,60.0,14558
15774,0.35,4,6,4,59.2,58.0,984
15775,0.5,1,5,2,61.1,67.0,1156
15776,1.1,3,5,4,62.7,58.5,7272
15777,0.3,5,6,4,61.8,56.0,658
15778,0.25,5,4,5,62.5,55.0,454
15779,0.9,2,3,3,64.2,60.0,2974
15780,0.36,4,4,2,60.8,58.0,608
15781,0.7,3,6,2,63.1,54.0,2066
15782,0.5,4,7,3,62.8,57.0,1593
15783,0.3,3,2,6,62.1,56.0,533
15784,1.48,5,6,2,62.1,57.0,8818
15785,0.3,2,3,6,63.4,57.0,605
15786,0.7,5,7,6,61.4,56.0,5539
15787,1.5,3,4,4,61.1,60.0,13528
15788,0.44,5,7,7,60.6,56.0,2290
15789,1.21,5,1,4,59.6,57.0,4968
15790,0.5,1,4,1,64.9,57.0,727
15791,0.43,4,3,3,61.5,58.0,919
15792,0.53,5,4,5,61.3,57.0,1922
15793,0.7,1,5,4,66.4,53.0,2516
15794,0.32,4,4,5,61.7,58.0,828
15795,0.37,5,4,6,62.0,56.0,909
15796,1.09,5,7,3,61.3,55.9,6532
15797,0.5,3,4,3,60.0,63.0,1286
15798,1.6,4,3,5,60.0,59.0,12210
15799,2.3,4,1,3,59.6,59.0,12499
15800,0.53,5,4,5,61.9,55.0,1695
15801,0.24,3,5,6,62.3,58.0,552
15802,1.12,4,5,2,60.5,59.0,4570
15803,1.01,3,5,3,60.6,60.0,5743
15804,1.03,5,6,6,61.9,57.0,8811
15805,0.29,3,5,7,59.8,61.0,609
15806,0.78,5,6,3,62.1,58.0,3146
15807,0.3,3,3,7,62.2,58.0,684
15808,0.7,3,6,3,58.7,60.0,2239
15809,0.72,5,5,5,61.0,55.0,3759
15810,0.31,3,4,3,60.4,58.0,462
15811,0.71,5,6,4,61.9,55.0,3773
15812,1.76,3,4,5,62.8,55.4,18014
15813,0.55,3,5,6,63.1,56.0,2102
15814,0.71,4,4,4,60.3,60.0,2671
15815,2.01,2,2,3,59.4,63.0,14597
15816,1.33,4,5,2,59.9,58.0,6790
15817,0.73,4,5,2,60.2,59.0,1971
15818,0.38,5,2,6,62.0,54.5,768
15819,0.58,5,5,6,61.8,56.0,2263
15820,0.31,5,7,4,61.9,56.0,942
15821,0.43,4,7,2,62.6,58.0,919
15822,0.35,2,2,3,63.6,56.0,606
15823,0.7,5,5,3,62.0,55.0,2415
15824,0.33,3,3,8,61.7,55.0,795
15825,0.34,5,6,3,62.2,55.0,596
15826,0.62,5,2,2,62.5,55.0,1161
15827,1.24,4,7,2,59.9,59.0,5382
15828,0.32,4,7,4,60.3,60.0,758
15829,0.5,2,4,5,61.9,61.5,1565
15830,1.2,3,1,4,58.7,60.0,5234
15831,0.3,5,7,5,60.8,58.0,742
15832,1.0,1,2,1,64.5,58.0,2035
15833,0.27,3,5,6,61.8,57.0,682
15834,0.33,5,6,4,62.3,55.0,928
15835,0.41,3,7,4,62.8,58.0,779
15836,0.56,5,7,2,61.0,57.0,1399
15837,0.52,2,3,4,63.6,57.0,1289
15838,0.54,3,1,4,63.0,57.0,1129
15839,0.9,4,6,2,60.1,62.0,3804
15840,1.55,5,2,6,61.3,59.0,11430
15841,0.71,5,3,7,62.1,57.0,2742
15842,2.06,4,3,2,62.6,58.0,12677
15843,0.31,5,7,4,62.0,55.0,734
15844,0.62,4,6,4,60.0,59.0,2102
15845,0.54,4,3,5,62.6,59.0,1720
15846,0.53,2,5,3,63.8,58.0,1363
15847,1.02,4,4,2,62.5,58.0,4471
15848,1.06,3,4,4,59.8,58.0,6818
15849,0.43,3,3,4,61.9,55.0,792
15850,0.6,3,3,4,60.8,60.0,1557
15851,0.56,5,6,6,62.6,54.0,2441
15852,2.32,1,3,3,62.0,62.0,18026
15853,1.58,5,3,5,60.4,57.0,13950
15854,0.55,3,3,3,59.4,58.0,1270
15855,1.52,5,2,4,61.3,56.0,9278
15856,0.29,2,6,6,62.7,62.0,617
15857,0.51,4,4,7,62.4,58.0,1925
15858,0.71,4,2,4,62.8,59.0,2300
15859,0.34,3,4,4,61.2,62.0,596
15860,1.01,1,6,2,67.6,57.0,2862
15861,0.74,4,4,5,61.7,58.0,2815
15862,0.41,5,5,4,62.1,56.0,1107
15863,0.59,4,7,3,62.3,54.0,1912
15864,1.14,5,4,6,62.3,55.0,8743
15865,0.38,4,7,4,58.8,61.0,1117
15866,0.37,5,4,4,60.3,56.0,682
15867,0.3,4,4,6,61.2,58.0,878
15868,1.82,3,4,2,61.3,58.0,11971
15869,0.77,3,4,4,58.3,63.0,2896
15870,0.5,2,5,4,60.9,60.4,1565
15871,0.4,3,4,6,61.1,58.0,1033
15872,0.58,5,3,5,61.1,57.0,1759
15873,0.41,5,6,4,62.1,57.0,999
15874,0.31,5,4,7,62.3,54.0,789
15875,0.41,4,7,3,61.0,59.0,1015
15876,0.7,5,2,2,61.5,53.0,1702
15877,1.3,5,2,5,62.1,57.0,6806
15878,1.21,5,5,4,61.5,54.0,10177
15879,1.04,5,2,3,62.6,56.0,4543
15880,0.91,1,5,3,64.9,57.0,2971
15881,1.26,4,3,2,58.6,59.0,5998
15882,0.34,5,4,7,61.8,56.0,913
15883,1.0,3,5,6,60.0,62.0,8553
15884,0.33,5,7,5,61.3,55.0,1006
15885,1.01,2,7,3,63.8,58.0,5543
15886,1.01,4,4,5,60.8,58.0,6499
15887,0.35,5,6,4,62.0,56.0,704
15888,1.34,5,3,4,61.9,55.0,8771
15889,0.41,4,5,6,62.4,58.0,1115
15890,0.9,3,7,2,62.5,58.0,3798
15891,0.9,3,3,5,63.0,62.0,4021
15892,0.33,4,7,4,61.2,58.0,1002
15893,0.72,3,4,5,60.1,63.0,3024
15894,0.54,5,6,5,62.0,56.0,2041
15895,0.36,4,6,6,61.7,59.0,1102
15896,1.51,4,1,3,58.4,60.0,7314
15897,0.33,5,1,5,62.1,55.0,557
15898,1.01,2,3,3,60.1,61.0,5544
15899,0.53,5,7,2,60.4,57.0,1412
15900,0.5,2,7,3,63.6,58.0,1436
15901,0.51,2,6,6,60.7,57.7,2523
15902,0.4,4,6,2,61.4,57.0,855
15903,0.34,5,6,6,62.3,57.0,1071
15904,0.25,5,5,4,61.7,56.0,535
15905,1.35,5,3,2,60.0,57.0,5670
15906,0.56,5,5,4,60.8,57.0,1619
15907,0.36,5,6,5,61.8,56.0,852
15908,0.52,4,3,5,61.4,57.0,1577
15909,1.2,5,2,3,62.5,57.0,5107
15910,1.71,5,2,2,62.1,58.0,10096
15911,1.42,3,2,5,60.1,65.0,6894
15912,0.36,2,4,3,63.3,56.0,537
15913,1.16,4,2,3,61.5,57.0,5002
15914,0.39,3,2,4,62.9,57.0,650
15915,0.71,3,7,4,61.8,55.0,3084
15916,0.98,4,5,2,61.8,58.0,4308
15917,0.31,5,4,4,61.4,57.0,544
15918,0.38,3,5,6,61.9,59.7,1060
15919,1.0,4,6,2,59.1,61.0,4077
15920,0.4,5,5,6,62.0,56.0,1085
15921,0.73,4,3,2,62.5,58.0,2234
15922,1.21,3,2,5,59.4,60.0,5865
15923,0.53,3,5,3,62.9,57.0,1268
15924,0.3,2,4,4,58.5,64.0,648
15925,0.76,2,2,3,64.1,59.0,1914
15926,0.31,4,2,4,59.8,60.0,558
15927,1.56,2,1,4,57.6,65.0,7094
15928,0.7,5,1,4,61.6,56.0,1843
15929,0.3,3,4,5,61.7,57.0,620
15930,0.51,5,7,4,61.9,57.0,1787
15931,0.41,4,7,2,62.0,58.0,876
15932,1.66,4,1,3,60.7,58.0,8487
15933,0.79,5,3,3,61.4,56.0,3167
15934,0.9,4,7,3,59.4,62.0,4304
15935,1.7,2,1,4,64.0,58.0,8146
15936,0.3,5,4,8,61.3,55.0,863
15937,0.71,2,6,3,63.8,54.0,2606
15938,0.3,4,4,5,61.9,59.0,776
15939,0.36,5,4,5,61.6,56.0,932
15940,1.51,5,7,4,62.1,58.0,15821
15941,0.31,5,4,7,62.5,55.0,1046
15942,1.1,4,3,3,62.1,58.0,4354
15943,0.32,4,2,4,62.2,59.0,576
15944,0.71,3,3,6,63.0,56.0,2695
15945,1.21,4,3,2,62.6,61.0,5421
15946,0.9,3,7,3,62.5,59.0,4579
15947,0.52,5,5,3,61.8,55.0,1624
15948,1.65,4,4,3,61.0,58.0,11864
15949,0.5,5,7,4,62.3,55.0,1845
15950,0.54,5,3,3,61.0,56.0,1154
15951,2.16,5,3,1,62.2,56.0,8709
15952,1.01,4,6,3,59.2,60.0,5656
15953,0.3,3,7,4,62.5,58.0,710
15954,0.51,5,5,6,61.2,56.0,2093
15955,0.38,5,6,5,62.2,54.1,1133
15956,0.64,5,2,2,61.2,55.0,1257
15957,1.0,5,5,2,61.2,57.0,4372
15958,1.11,5,6,3,62.1,55.0,7218
15959,0.57,3,4,5,59.9,57.0,1934
15960,0.47,3,5,6,60.9,59.0,1418
15961,1.7,4,2,3,59.8,59.0,7797
15962,0.8,2,6,2,63.7,54.0,2829
15963,0.71,4,2,7,62.0,58.0,2549
15964,0.56,1,6,3,64.5,61.0,1358
15965,0.4,3,7,4,60.8,59.0,868
15966,0.71,4,5,4,59.3,56.0,2840
15967,1.01,2,5,3,63.3,59.0,4899
15968,0.24,3,7,7,61.5,60.0,553
15969,0.41,3,5,7,63.3,55.0,1143
15970,0.23,3,7,7,62.5,58.0,530
15971,1.02,4,3,3,62.2,52.0,3581
15972,0.85,5,5,4,62.4,57.0,3641
15973,0.65,3,2,7,61.8,56.0,1801
15974,0.5,4,6,4,61.4,59.0,1746
15975,0.31,5,4,6,60.8,56.0,907
15976,1.41,5,4,5,60.4,57.0,11109
15977,0.55,5,6,3,60.7,57.0,1668
15978,0.31,5,3,4,61.2,56.0,507
15979,0.75,3,3,2,62.2,58.0,2093
15980,1.11,4,7,3,62.0,58.0,6962
15981,0.51,3,6,6,60.0,58.0,2365
15982,0.31,4,3,6,62.6,58.0,802
15983,0.56,5,7,4,61.6,56.0,1963
15984,0.8,3,5,3,61.6,56.0,3267
15985,1.1,5,2,2,62.6,55.0,4624
15986,0.44,3,6,5,62.2,58.0,1246
15987,0.81,5,6,2,62.1,57.0,3050
15988,1.01,5,5,8,62.0,58.0,10688
15989,0.53,4,6,3,62.3,60.0,1307
15990,0.35,5,7,5,60.8,57.0,952
15991,0.41,5,7,4,61.5,57.0,1076
15992,1.2,3,6,3,63.2,57.0,6373
15993,2.0,5,3,3,62.9,56.0,13320
15994,0.55,5,6,4,60.3,57.0,1596
15995,0.77,3,7,5,62.4,58.0,3643
15996,1.04,4,1,2,62.0,59.0,3669
15997,0.7,4,3,2,61.7,58.0,1982
15998,1.02,2,2,3,64.2,53.0,3998
15999,1.24,4,4,7,60.4,59.0,10485
16000,0.51,2,6,4,61.1,65.0,1424
16001,1.22,3,3,2,63.1,59.0,5192
16002,1.59,4,2,4,62.9,56.0,10471
16003,0.8,5,7,3,61.7,56.0,3195
16004,0.39,5,6,5,62.2,53.3,1004
16005,0.31,4,4,4,62.4,59.0,698
16006,2.02,5,3,4,61.6,56.0,18050
16007,0.51,5,3,7,61.7,57.0,1837
16008,0.4,4,5,7,61.9,57.0,1323
16009,0.39,3,7,6,62.9,58.0,1232
16010,0.31,3,6,3,63.4,55.0,698
16011,0.7,2,5,4,62.9,61.0,2591
16012,1.02,2,4,5,64.3,57.0,5951
16013,0.54,5,7,4,61.8,57.0,1993
16014,1.52,2,6,3,63.5,58.0,11075
16015,0.57,3,4,4,62.8,57.0,1608
16016,0.43,5,2,7,60.6,57.0,1120
16017,1.5,3,6,4,63.2,57.0,14527
16018,1.0,2,3,5,60.2,63.0,5668
16019,0.9,4,3,4,61.3,59.0,4082
16020,1.5,2,6,4,63.9,58.0,14026
16021,0.58,2,6,3,59.3,64.0,1336
16022,0.38,5,6,5,62.7,55.0,1000
16023,0.41,5,4,6,62.2,56.0,1076
16024,0.43,5,4,3,62.9,55.0,968
16025,1.02,5,6,7,62.2,58.0,12035
16026,0.49,2,5,5,58.5,61.5,1294
16027,1.27,3,2,3,60.7,61.0,6559
16028,0.73,4,5,4,60.3,59.0,2841
16029,0.39,3,4,5,62.7,58.0,798
16030,1.0,4,5,6,60.6,54.0,8924
16031,1.12,4,2,3,60.6,60.0,4390
16032,1.51,2,3,2,62.8,60.0,7929
16033,1.0,2,4,2,57.6,62.0,4113
16034,1.18,4,1,2,61.3,60.0,4274
16035,1.51,5,1,4,62.0,56.0,8217
16036,1.0,3,6,4,61.0,59.0,7607
16037,0.3,2,4,6,63.3,57.0,684
16038,0.54,4,5,5,61.8,59.0,1773
16039,0.56,4,5,2,60.2,58.0,1715
16040,0.72,5,5,2,62.0,55.0,2422
16041,0.7,2,5,5,62.8,61.0,2810
16042,1.01,3,3,5,59.6,58.0,5055
16043,0.5,5,7,5,61.6,57.0,2025
16044,0.3,4,2,5,62.0,58.0,608
16045,1.69,4,1,1,60.2,61.0,5277
16046,1.07,4,4,4,61.9,58.0,6779
16047,0.4,5,5,6,60.4,56.0,994
16048,1.2,3,4,3,63.5,56.0,6666
16049,0.3,4,3,4,62.5,58.0,608
16050,1.1,5,7,6,62.0,57.0,11233
16051,1.05,2,6,2,63.2,59.0,4204
16052,0.3,4,6,5,61.3,59.0,710
16053,0.31,5,5,8,61.1,57.0,914
16054,1.21,3,2,3,62.8,57.0,5346
16055,1.0,1,4,3,43.0,59.0,3634
16056,0.7,5,2,4,61.6,56.0,2351
16057,1.26,5,4,6,60.7,56.0,10556
16058,1.0,2,5,3,63.6,58.0,4851
16059,1.18,2,7,2,59.7,61.0,5871
16060,1.12,2,4,2,56.7,62.0,4158
16061,0.24,3,4,7,62.3,59.0,432
16062,1.12,4,4,1,60.3,60.0,3017
16063,1.24,5,4,6,61.9,56.0,7986
16064,0.8,3,7,2,62.5,59.0,2862
16065,0.3,5,4,3,61.2,56.0,487
16066,1.01,2,3,3,60.3,64.0,4320
16067,0.7,5,7,4,61.3,57.0,2960
16068,1.21,2,2,4,64.1,61.0,5028
16069,0.7,4,4,5,61.4,59.0,2512
16070,0.73,1,1,5,64.6,60.0,1802
16071,1.04,4,5,6,61.6,59.0,9505
16072,0.43,4,4,7,61.3,57.0,1264
16073,0.42,5,7,2,62.4,57.0,700
16074,1.55,5,4,4,61.6,55.0,14039
16075,0.31,5,2,5,61.9,54.0,628
16076,0.79,5,4,3,60.3,60.0,2907
16077,0.55,5,5,7,61.2,54.0,3032
16078,0.42,4,6,3,60.0,58.0,926
16079,1.51,4,4,4,61.4,58.0,12068
16080,1.18,4,4,4,61.5,58.0,9516
16081,1.01,3,5,4,61.3,61.0,6159
16082,0.9,5,4,4,60.8,57.0,4884
16083,2.02,3,5,3,62.7,59.0,17530
16084,0.91,3,4,2,63.2,61.0,3282
16085,1.28,5,6,8,60.7,57.0,18700
16086,1.52,2,1,6,57.9,62.0,8861
16087,0.23,3,5,6,61.7,55.0,498
16088,0.33,5,7,3,62.2,54.0,575
16089,1.13,5,4,4,62.7,57.0,6525
16090,0.51,2,5,3,63.1,54.0,1220
16091,2.0,2,1,3,64.1,58.0,9193
16092,0.31,4,4,7,62.5,57.0,1046
16093,0.57,3,4,4,62.1,57.0,1608
16094,0.91,3,5,4,62.1,58.0,4917
16095,0.78,3,3,2,62.6,59.0,2405
16096,0.71,5,2,5,62.1,56.0,2306
16097,0.41,5,6,3,61.8,56.0,904
16098,0.51,5,4,5,61.7,55.0,1781
16099,1.06,3,4,2,61.1,62.0,4162
16100,1.52,1,2,1,67.7,58.0,3745
16101,0.35,4,3,6,62.7,58.0,906
16102,1.24,3,5,6,59.0,58.0,11234
16103,1.23,4,4,4,61.6,58.0,5654
16104,0.72,5,7,2,62.7,55.0,2647
16105,0.91,5,4,2,61.6,56.0,3985
16106,1.01,3,6,3,62.8,59.0,5416
16107,1.0,4,3,3,62.1,56.0,4788
16108,0.7,1,5,2,64.8,57.0,1792
16109,0.31,5,7,5,61.6,54.0,696
16110,0.36,5,6,5,61.6,57.0,852
16111,1.56,5,4,4,62.2,54.0,12800
16112,1.23,4,2,3,62.0,57.0,5717
16113,1.08,2,6,2,63.7,57.0,4656
16114,1.23,3,1,4,62.8,59.0,4960
16115,0.92,4,7,3,62.5,59.0,5028
16116,0.76,5,3,3,61.2,57.0,2765
16117,0.45,5,7,5,62.3,56.0,1330
16118,0.43,3,6,2,59.9,57.0,671
16119,0.34,3,4,2,62.8,58.0,447
16120,0.3,3,4,5,63.4,55.0,725
16121,0.68,5,6,5,61.3,55.0,3243
16122,0.58,5,7,2,60.9,56.0,1607
16123,0.93,4,4,2,61.7,60.0,3802
16124,0.23,3,7,2,63.5,57.0,449
16125,0.61,5,7,3,62.1,55.0,1752
16126,1.25,5,4,4,61.5,58.0,9282
16127,1.24,3,1,5,59.1,62.0,5427
16128,1.01,5,6,2,61.1,59.0,4787
16129,0.31,5,5,8,62.1,56.0,1046
16130,0.57,4,4,5,60.5,58.0,1746
16131,1.52,4,1,5,62.0,59.0,8110
16132,1.02,2,3,3,63.9,55.0,4558
16133,0.33,5,4,7,61.7,55.0,838
16134,1.0,1,4,4,69.8,54.0,4435
16135,0.28,3,3,6,62.4,54.0,450
16136,1.0,5,5,6,61.5,55.0,7849
16137,0.69,4,6,4,61.0,60.0,2045
16138,0.54,2,3,5,63.2,58.0,1361
16139,0.91,5,5,4,62.6,55.0,5261
16140,0.55,2,1,4,64.1,54.0,1034
16141,2.18,3,2,2,61.4,59.5,14735
16142,1.5,4,5,4,61.1,59.0,11255
16143,1.01,5,4,7,61.1,56.0,8647
16144,0.76,5,2,4,61.7,56.0,3075
16145,1.7,5,4,4,62.9,55.0,15756
16146,0.24,3,6,7,63.1,55.0,485
16147,0.51,3,4,3,61.4,54.0,1237
16148,0.3,5,3,8,61.5,56.0,1013
16149,1.57,5,5,3,61.1,55.0,12320
16150,0.33,4,4,3,59.8,58.0,631
16151,1.21,2,4,5,63.6,56.0,8741
16152,0.82,5,5,3,62.6,56.0,3251
16153,0.72,5,2,5,61.0,57.0,2048
16154,1.08,5,4,4,62.5,56.0,6530
16155,1.09,4,7,2,62.8,56.0,4538
16156,0.41,5,6,5,62.2,55.0,1030
16157,0.34,5,5,7,61.1,56.0,1174
16158,0.3,2,7,4,63.6,54.0,521
